Jugador,Nacionalidad,Posicion,Edad,Goles,Tiros Totales,xG,npxG,xAG,xAG,xAG,xAG,Acciones_que_crean_tiros,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_progresivos,Pases_progresivos,Pases_progresivos,Pases_progresivos,Regates_exitosos,Regates_exitosos,Regates_exitosos,Regates_exitosos,Pases_medios_completados,Pases_largos_completados,xAG,xAG,xAG,xAG,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,contract_date
Ruben Vargas,ch SUI,FW,26-138,0,18,1.4000000000000001,1.4000000000000001,1.2,1.2,1.2,1.2,34,282,282,282,282,282,282,282,282,282,26,26,26,26,12,12,12,12,108,22,1.2,1.2,1.2,1.2,2.0,14,256,24,0,24,236,236,236,236,236,236,236,236,236,2,2,2,182,24,320.0,10,6,22,14,274,48,10,24,6,350.0,30.06.2029
Sacha Boey,fr FRA,RB,24-246,0,6,0.0,0.0,2.2,2.2,2.2,2.2,22,1000,1000,1000,1000,1000,1000,1000,1000,1000,78,78,78,78,12,12,12,12,284,18,2.2,2.2,2.2,2.2,3.2,90,884,116,0,22,924,924,924,924,924,924,924,924,924,0,28,0,452,22,433.4,22,18,22,14,832,126,14,22,12,966.6,30.06.2028
Salih Ozcan,tr TUR,"CM,AM",27-120,0,12,0.6000000000000001,0.6000000000000001,2.4,2.4,2.4,2.4,42,932,932,932,932,932,932,932,932,932,106,106,106,106,12,12,12,12,318,36,2.4,2.4,2.4,2.4,1.4000000000000001,88,880,48,8,22,716,716,716,716,716,716,716,716,716,4,30,0,224,20,900.0,4,22,18,4,606,18,32,22,40,1705.8,30.06.2026
Samuel Essende,cd COD,FW,27-108,14,88,8.8,8.8,2.4,2.4,2.4,2.4,54,602,602,602,602,602,602,602,602,602,42,42,42,42,28,28,28,28,116,10,2.4,2.4,2.4,2.4,2.4,22,556,38,0,10,390,390,390,390,390,390,390,390,390,8,22,2,540,186,987.2,64,38,172,74,866,236,90,10,114,2743.4,30.06.2028
Scott Banks,sct SCO,RW,23-233,0,6,0.4,0.4,0.0,0.0,0.0,0.0,6,66,66,66,66,66,66,66,66,66,2,2,2,2,4,4,4,4,10,2,0.0,0.0,0.0,0.0,0.2,0,66,0,0,10,42,42,42,42,42,42,42,42,42,0,4,0,52,12,100.0,6,2,0,4,56,16,4,10,2,200.0,-
Sebastiaan Bornauw,be BEL,LW,26-056,4,16,2.2,2.2,1.0,1.0,1.0,1.0,8,660,660,660,660,660,660,660,660,660,42,42,42,42,0,0,0,0,308,36,1.0,1.0,1.0,1.0,0.0,36,634,26,0,2,540,540,540,540,540,540,540,540,540,0,72,0,42,20,0.0,2,4,4,2,460,2,24,2,72,1865.2,30.06.2029
Senne Lynen,be BEL,CM,26-087,0,48,2.2,2.2,1.4000000000000001,1.4000000000000001,1.4000000000000001,1.4000000000000001,64,2652,2652,2652,2652,2652,2652,2652,2652,2652,182,182,182,182,24,24,24,24,952,124,1.4000000000000001,1.4000000000000001,1.4000000000000001,1.4000000000000001,1.4000000000000001,162,2544,98,4,10,2198,2198,2198,2198,2198,2198,2198,2198,2198,10,150,10,458,26,1999.8,26,28,70,30,1918,56,76,10,50,2046.8,-
Serge Gnabry,de GER,"AM,LW,LB",29-307,14,96,14.6,13.2,10.2,10.2,10.2,10.2,112,1194,1194,1194,1194,1194,1194,1194,1194,1194,96,96,96,96,36,36,36,36,298,42,10.2,10.2,10.2,10.2,8.0,42,1152,38,10,44,996,996,996,996,996,996,996,996,996,4,18,0,814,192,1740.0,40,44,50,14,1162,298,38,44,8,433.4,30.06.2026
Serhou Guirassy,gn GUI,FW,29-066,42,172,45.4,39.2,7.8,7.8,7.8,7.8,106,1254,1254,1254,1254,1254,1254,1254,1254,1254,86,86,86,86,22,22,22,22,210,32,7.8,7.8,7.8,7.8,5.4,56,1156,96,18,2,912,912,912,912,912,912,912,912,912,2,76,0,820,320,1133.2,42,44,152,60,1494,256,32,2,218,3211.8,30.06.2028
Serhou Guirassy,gn GUI,FW,29-066,42,172,45.4,39.2,7.8,7.8,7.8,7.8,106,1254,1254,1254,1254,1254,1254,1254,1254,1254,86,86,86,86,22,22,22,22,210,32,7.8,7.8,7.8,7.8,5.4,56,1156,96,18,2,912,912,912,912,912,912,912,912,912,2,76,0,820,320,1133.2,42,44,152,60,1494,256,32,2,218,3211.8,30.06.2028
Shuto Machino,jp JPN,"FW,AM",25-229,22,98,13.0,9.8,5.8,5.8,5.8,5.8,148,1414,1414,1414,1414,1414,1414,1414,1414,1414,118,118,118,118,20,20,20,20,360,104,5.8,5.8,5.8,5.8,4.4,70,1122,286,6,70,908,908,908,908,908,908,908,908,908,6,56,2,754,126,1566.6,12,34,88,40,1162,216,38,70,54,2088.2,30.06.2029
Silvan Widmer,ch SUI,WB,32-073,0,6,0.4,0.4,0.8,0.8,0.8,0.8,20,562,562,562,562,562,562,562,562,562,46,46,46,46,0,0,0,0,158,48,0.8,0.8,0.8,0.8,0.6000000000000001,30,448,112,0,24,416,416,416,416,416,416,416,416,416,2,54,0,238,24,0.0,8,6,16,6,380,72,10,24,24,1213.4,30.06.2026
Sirlord Conteh,de GER,"RM,AM",28-297,2,26,4.0,4.0,5.2,5.2,5.2,5.2,56,448,448,448,448,448,448,448,448,448,38,38,38,38,12,12,12,12,86,26,5.2,5.2,5.2,5.2,2.8,34,426,18,0,40,316,316,316,316,316,316,316,316,316,4,16,0,304,68,733.4,12,22,46,16,436,150,16,40,32,1936.6,30.06.2027
Skelly Alvero,fr FRA,CM,22-279,0,2,0.0,0.0,0.0,0.0,0.0,0.0,4,182,182,182,182,182,182,182,182,182,16,16,16,16,4,4,4,4,60,6,0.0,0.0,0.0,0.0,0.0,6,180,0,0,0,136,136,136,136,136,136,136,136,136,2,20,0,38,4,400.0,2,2,12,8,148,0,14,0,10,1000.0,30.06.2028
Stanley NSoki,fr FRA,CB,26-024,0,6,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,38,1676,1676,1676,1676,1676,1676,1676,1676,1676,104,104,104,104,22,22,22,22,720,124,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,100,1568,102,0,2,1438,1438,1438,1438,1438,1438,1438,1438,1438,6,116,6,100,8,1250.0,6,16,32,10,1230,12,24,2,44,1600.0,30.06.2026
Stefan Bell,de GER,CB,33-266,0,24,1.6,1.6,2.0,2.0,2.0,2.0,20,1438,1438,1438,1438,1438,1438,1438,1438,1438,76,76,76,76,4,4,4,4,616,116,2.0,2.0,2.0,2.0,1.0,72,1382,46,0,0,1130,1130,1130,1130,1130,1130,1130,1130,1130,10,214,2,82,60,400.0,6,2,26,8,968,10,48,0,166,2237.6,30.06.2026
Stefan Schimmer,de GER,LW,30-350,0,20,2.0,2.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,8,106,106,106,106,106,106,106,106,106,6,6,6,6,0,0,0,0,32,4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,100,6,0,6,64,64,64,64,64,64,64,64,64,0,8,0,88,30,0.0,2,0,10,0,96,30,4,6,6,316.6,30.06.2026
Steve Mounie,bj BEN,AM,30-230,2,44,6.6,6.6,0.0,0.0,0.0,0.0,14,220,220,220,220,220,220,220,220,220,22,22,22,22,2,2,2,2,58,8,0.0,0.0,0.0,0.0,0.2,10,216,4,0,6,138,138,138,138,138,138,138,138,138,0,10,2,184,72,100.0,6,10,24,10,258,54,18,6,52,1382.6,30.06.2027
Sven Ulreich,de GER,GK,36-049,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,20,10,0.0,0.0,0.0,0.0,0.0,2,58,2,0,0,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0.0,0,0,0,0,48,0,0,0,0,0.0,30.06.2026
Thomas Keller,de GER,FW,25-263,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2,178,178,178,178,178,178,178,178,178,12,12,12,12,0,0,0,0,94,10,0.0,0.0,0.0,0.0,0.0,10,168,10,0,0,142,142,142,142,142,142,142,142,142,0,22,0,12,0,0.0,0,4,4,0,142,0,12,0,8,333.4,30.06.2028
Tiago Cardoso,lu LUX,GK,19-005,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,358,358,358,358,358,358,358,358,358,0,0,0,0,0,0,0,0,134,66,0.0,0.0,0.0,0.0,0.0,0,270,88,0,0,268,268,268,268,268,268,268,268,268,0,4,4,0,0,0.0,0,0,0,0,188,0,0,0,8,400.0,-
Tiago Tomas,pt POR,LM,22-327,12,84,10.6,10.6,5.4,5.4,5.4,5.4,110,950,950,950,950,950,950,950,950,950,100,100,100,100,58,58,58,58,236,40,5.4,5.4,5.4,5.4,2.4,66,934,12,10,44,658,658,658,658,658,658,658,658,658,4,38,0,678,156,2209.2,84,38,110,70,1112,250,60,44,18,1006.6,30.06.2029
Tidiam Gomis,fr FRA,FW,18-282,0,10,0.4,0.4,1.8,1.8,1.8,1.8,18,104,104,104,104,104,104,104,104,104,6,6,6,6,10,10,10,10,14,2,1.8,1.8,1.8,1.8,1.0,2,100,4,0,8,84,84,84,84,84,84,84,84,84,0,0,0,80,20,733.4,2,4,8,6,94,28,6,8,2,66.6,30.06.2029
Tim Breithaupt,de GER,DM,22-207,0,2,0.2,0.2,0.8,0.8,0.8,0.8,6,134,134,134,134,134,134,134,134,134,20,20,20,20,4,4,4,4,68,6,0.8,0.8,0.8,0.8,0.4,20,130,4,0,2,116,116,116,116,116,116,116,116,116,0,0,0,16,2,400.0,0,0,6,4,94,2,4,2,8,166.6,30.06.2028
Tim Drexler,de GER,CB,19-249,0,4,0.0,0.0,0.0,0.0,0.0,0.0,12,360,360,360,360,360,360,360,360,360,32,32,32,32,0,0,0,0,122,28,0.0,0.0,0.0,0.0,0.4,26,346,14,2,2,306,306,306,306,306,306,306,306,306,0,18,2,22,0,0.0,0,4,6,10,286,4,16,2,4,133.2,30.06.2028
Tim Kleindienst,de GER,FW,29-252,32,146,27.2,23.8,12.4,12.4,12.4,12.4,136,1530,1530,1530,1530,1530,1530,1530,1530,1530,126,126,126,126,28,28,28,28,276,48,12.4,12.4,12.4,12.4,7.4,60,1426,92,14,32,932,932,932,932,932,932,932,932,932,12,132,2,806,274,1466.6,46,42,164,84,1594,290,150,32,298,3398.0,30.06.2028
Tim Siersleben,de GER,CB,25-069,0,8,1.0,1.0,1.0,1.0,1.0,1.0,30,1438,1438,1438,1438,1438,1438,1438,1438,1438,62,62,62,62,6,6,6,6,636,162,1.0,1.0,1.0,1.0,1.2000000000000002,70,1344,86,0,20,1162,1162,1162,1162,1162,1162,1162,1162,1162,8,132,0,118,14,500.0,6,16,10,8,1120,24,32,20,40,1422.0,30.06.2026
Tim Skarke,de GER,"AM,RM",28-252,0,40,4.4,4.4,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,68,694,694,694,694,694,694,694,694,694,50,50,50,50,20,20,20,20,138,28,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.0,24,676,16,0,58,486,486,486,486,486,486,486,486,486,2,34,0,432,62,1233.2,26,26,68,42,672,192,20,58,20,856.6,-
Timothy Chandler,us USA,WB,35-028,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,48,48,48,48,48,48,48,48,6,6,6,6,0,0,0,0,14,6,0.0,0.0,0.0,0.0,0.0,4,48,0,0,2,34,34,34,34,34,34,34,34,34,0,4,0,18,2,0.0,2,4,2,0,42,8,0,2,8,160.0,30.06.2026
Tobias Sippel,de GER,GK,36-337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,68,68,68,68,68,68,68,68,68,0,0,0,0,0,0,0,0,16,22,0.0,0.0,0.0,0.0,0.0,0,40,28,0,0,40,40,40,40,40,40,40,40,40,0,0,0,0,0,0.0,0,0,0,0,28,0,0,0,0,0.0,30.06.2026
Tom Bischof,de GER,AM,19-323,10,102,4.6000000000000005,4.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,234,3074,3074,3074,3074,3074,3074,3074,3074,3074,276,276,276,276,58,58,58,58,894,272,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,9.4,220,2688,372,6,290,2420,2420,2420,2420,2420,2420,2420,2420,2420,14,106,2,1268,92,2226.0,64,68,82,76,2292,204,90,290,28,1533.4,30.06.2029
Tom Krauß,de GER,DM,23-322,0,22,0.8,0.8,1.4000000000000001,1.4000000000000001,1.4000000000000001,1.4000000000000001,80,1230,1230,1230,1230,1230,1230,1230,1230,1230,168,168,168,168,24,24,24,24,480,98,1.4000000000000001,1.4000000000000001,1.4000000000000001,1.4000000000000001,1.8,152,1164,52,2,20,984,984,984,984,984,984,984,984,984,14,38,2,342,16,1166.6,22,40,46,14,922,40,28,20,18,1250.0,30.06.2026
Tom Rothe,de GER,"LB,CB",20-200,6,46,3.6,3.6,2.6,2.6,2.6,2.6,70,1606,1606,1606,1606,1606,1606,1606,1606,1606,100,100,100,100,10,10,10,10,358,78,2.6,2.6,2.6,2.6,2.6,68,1236,364,2,92,1094,1094,1094,1094,1094,1094,1094,1094,1094,6,114,2,684,76,750.0,30,22,46,62,1044,182,50,92,86,2512.8,-
Umut Tohumcu,de GER,CM,20-279,0,6,0.2,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,12,266,266,266,266,266,266,266,266,266,26,26,26,26,8,8,8,8,84,10,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,16,240,24,0,16,220,220,220,220,220,220,220,220,220,2,12,0,72,0,700.0,6,4,6,14,204,10,12,16,0,0.0,30.06.2028
Valentin Gendrey,fr FRA,WB,24-302,2,20,2.0,2.0,3.8000000000000003,3.8000000000000003,3.8000000000000003,3.8000000000000003,74,1380,1380,1380,1380,1380,1380,1380,1380,1380,98,98,98,98,6,6,6,6,384,72,3.8000000000000003,3.8000000000000003,3.8000000000000003,3.8000000000000003,4.8,74,1030,342,0,102,964,964,964,964,964,964,964,964,964,8,106,0,604,56,500.0,16,30,48,22,850,172,24,102,52,1516.4,30.06.2028
Victor Boniface,ng NGA,AM,24-118,16,100,15.6,14.0,2.1999999999999997,2.1999999999999997,2.1999999999999997,2.1999999999999997,64,490,490,490,490,490,490,490,490,490,46,46,46,46,30,30,30,30,104,24,2.1999999999999997,2.1999999999999997,2.1999999999999997,2.1999999999999997,1.6,20,474,12,2,12,344,344,344,344,344,344,344,344,344,4,10,0,430,154,1565.0,38,24,86,58,638,122,28,12,64,1883.4,30.06.2028
Viggo Gebel,de GER,RM,17-008,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,8,0,0,0,6,6,6,6,6,6,6,6,6,0,0,0,6,2,0.0,2,0,2,0,10,6,0,0,2,200.0,30.06.2028
Vincenzo Grifo,it ITA,LM,32-040,16,126,15.6,11.0,13.6,13.6,13.6,13.6,242,3058,3058,3058,3058,3058,3058,3058,3058,3058,256,256,256,256,50,50,50,50,940,256,13.6,13.6,13.6,13.6,15.2,208,2670,376,20,310,2346,2346,2346,2346,2346,2346,2346,2346,2346,12,46,4,1236,142,2866.8,38,70,72,34,2372,294,30,310,30,2000.0,-
Waldemar Anton,de GER,CB,28-301,4,38,2.8,2.8,1.6,1.6,1.6,1.6,82,3682,3682,3682,3682,3682,3682,3682,3682,3682,234,234,234,234,40,40,40,40,1798,244,1.6,1.6,1.6,1.6,3.5999999999999996,248,3526,156,4,48,3328,3328,3328,3328,3328,3328,3328,3328,3328,0,224,2,358,64,2100.0,4,56,42,18,3084,56,40,48,92,2853.8,30.06.2028
Willi Orban,hu HUN,CB,32-153,10,44,7.8,7.8,1.4000000000000001,1.4000000000000001,1.4000000000000001,1.4000000000000001,42,3500,3500,3500,3500,3500,3500,3500,3500,3500,212,212,212,212,6,6,6,6,1864,180,1.4000000000000001,1.4000000000000001,1.4000000000000001,1.4000000000000001,1.2000000000000002,212,3372,110,0,10,3060,3060,3060,3060,3060,3060,3060,3060,3060,18,338,8,194,90,500.0,0,12,30,8,2640,16,46,10,208,3511.4,30.06.2027
Xaver Schlager,at AUT,CM,27-083,0,2,0.2,0.2,1.4,1.4,1.4,1.4,4,196,196,196,196,196,196,196,196,196,12,12,12,12,2,2,2,2,74,8,1.4,1.4,1.4,1.4,0.8,12,188,6,2,2,170,170,170,170,170,170,170,170,170,2,6,0,28,2,200.0,0,0,6,4,178,4,8,2,0,0.0,30.06.2026
Xavi Simons,nl NED,AM,22-026,20,100,9.8,9.8,11.8,11.8,11.8,11.8,216,2402,2402,2402,2402,2402,2402,2402,2402,2402,280,280,280,280,66,66,66,66,604,174,11.8,11.8,11.8,11.8,11.8,158,2122,264,46,158,1888,1888,1888,1888,1888,1888,1888,1888,1888,16,38,2,1344,164,1684.4,112,142,146,110,2224,370,48,158,38,1650.0,30.06.2027
Yan Couto,br BRA,RB,22-342,0,12,0.4,0.4,2.0,2.0,2.0,2.0,58,1446,1446,1446,1446,1446,1446,1446,1446,1446,136,136,136,136,26,26,26,26,494,70,2.0,2.0,2.0,2.0,4.4,102,1252,192,0,106,1172,1172,1172,1172,1172,1172,1172,1172,1172,2,64,4,498,32,1231.6,36,64,28,14,1094,166,24,106,2,200.0,30.06.2030
Yannick Gerhardt,de GER,LM,31-065,2,30,2.4000000000000004,2.4000000000000004,0.2,0.2,0.2,0.2,58,1334,1334,1334,1334,1334,1334,1334,1334,1334,114,114,114,114,2,2,2,2,412,46,0.2,0.2,0.2,0.2,1.6,88,1250,82,2,48,1026,1026,1026,1026,1026,1026,1026,1026,1026,2,94,0,462,64,200.0,14,28,38,6,1038,126,40,48,42,1829.8,-
Yannik Keitel,de GER,DM,25-085,0,10,1.0,1.0,0.0,0.0,0.0,0.0,4,380,380,380,380,380,380,380,380,380,22,22,22,22,2,2,2,2,110,18,0.0,0.0,0.0,0.0,0.2,34,372,8,0,4,312,312,312,312,312,312,312,312,312,0,12,0,70,8,200.0,0,0,4,2,328,6,4,4,8,700.0,30.06.2028
Yussuf Poulsen,dk DEN,FW,30-336,4,30,6.6,6.6,1.0,1.0,1.0,1.0,30,282,282,282,282,282,282,282,282,282,24,24,24,24,2,2,2,2,36,2,1.0,1.0,1.0,1.0,0.6000000000000001,14,278,2,0,4,168,168,168,168,168,168,168,168,168,2,28,0,188,64,100.0,8,8,32,20,296,60,16,4,54,2646.8,30.06.2027
Yusuf Kabadayı,de GER,FW,20-274,2,8,1.2,1.2,0.0,0.0,0.0,0.0,8,50,50,50,50,50,50,50,50,50,6,6,6,6,4,4,4,4,12,2,0.0,0.0,0.0,0.0,0.0,0,48,2,0,2,32,32,32,32,32,32,32,32,32,0,0,0,50,4,200.0,6,8,12,0,60,16,2,2,0,0.0,30.06.2028
